Start Time (UTC) = 1729570687.792529
Time interval = 800 us

Time	Ch01Gr01	Ch01Gr02	Ch01Gr03	Ch01Gr04	Ch01Gr05	Ch02Gr01	Ch02Gr02	Ch02Gr03	Ch02Gr04	Ch02Gr05
	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)
0.037600	1559.6976	1554.1396	1549.0422	1544.9199	1542.1888	1559.5399	1553.6432	1549.0180	1546.3526	1542.5444
0.038400	1559.6984	1554.1396	1549.0422	1544.9199	1542.1880	1559.5415	1553.6440	1549.0187	1546.3526	1542.5437
0.039200	1559.6984	1554.1403	1549.0414	1544.9207	1542.1880	1559.5407	1553.6448	1549.0187	1546.3526	1542.5444
0.040000	1559.6984	1554.1388	1549.0422	1544.9207	1542.1888	1559.5399	1553.6425	1549.0195	1546.3533	1542.5444
0.040800	1559.6976	1554.1388	1549.0414	1544.9199	1542.1888	1559.5415	1553.6432	1549.0187	1546.3533	1542.5444
0.041600	1559.6984	1554.1388	1549.0406	1544.9199	1542.1880	1559.5399	1553.6425	1549.0195	1546.3526	1542.5444
0.042400	1559.6984	1554.1396	1549.0414	1544.9199	1542.1880	1559.5399	1553.6440	1549.0187	1546.3533	1542.5444
0.043200	1559.6984	1554.1396	1549.0414	1544.9199	1542.1880	1559.5399	1553.6432	1549.0187	1546.3533	1542.5444
0.044000	1559.6984	1554.1388	1549.0406	1544.9207	1542.1872	1559.5399	1553.6432	1549.0195	1546.3533	1542.5444
0.044800	1559.6984	1554.1388	1549.0414	1544.9207	1542.1880	1559.5399	1553.6432	1549.0195	1546.3526	1542.5444
0.045600	1559.6984	1554.1396	1549.0406	1544.9207	1542.1880	1559.5399	1553.6440	1549.0187	1546.3533	1542.5444
0.046400	1559.6984	1554.1396	1549.0406	1544.9207	1542.1888	1559.5399	1553.6425	1549.0187	1546.3526	1542.5452
0.047200	1559.7000	1554.1388	1549.0406	1544.9207	1542.1880	1559.5399	1553.6440	1549.0187	1546.3533	1542.5437
0.048000	1559.6992	1554.1388	1549.0414	1544.9199	1542.1888	1559.5399	1553.6440	1549.0187	1546.3526	1542.5452
0.048800	1559.6984	1554.1396	1549.0406	1544.9207	1542.1880	1559.5391	1553.6432	1549.0195	1546.3541	1542.5444
0.049600	1559.6992	1554.1396	1549.0406	1544.9207	1542.1880	1559.5407	1553.6432	1549.0195	1546.3533	1542.5444
0.050400	1559.6992	1554.1396	1549.0414	1544.9199	1542.1880	1559.5399	1553.6440	1549.0187	1546.3533	1542.5444
0.051200	1559.6992	1554.1396	1549.0414	1544.9199	1542.1880	1559.5399	1553.6440	1549.0195	1546.3541	1542.5444
0.052000	1559.6984	1554.1388	1549.0414	1544.9199	1542.1888	1559.5399	1553.6432	1549.0203	1546.3518	1542.5452
0.052800	1559.7000	1554.1396	1549.0406	1544.9199	1542.1880	1559.5399	1553.6432	1549.0203	1546.3533	1542.5452
0.053600	1559.6984	1554.1396	1549.0406	1544.9207	1542.1872	1559.5399	1553.6440	1549.0187	1546.3541	1542.5444
0.054400	1559.6984	1554.1396	1549.0398	1544.9199	1542.1880	1559.5391	1553.6432	1549.0187	1546.3541	1542.5444
0.055200	1559.6992	1554.1396	1549.0406	1544.9207	1542.1880	1559.5399	1553.6448	1549.0195	1546.3533	1542.5444
0.056000	1559.6984	1554.1388	1549.0414	1544.9199	1542.1880	1559.5391	1553.6432	1549.0195	1546.3541	1542.5452
0.056800	1559.6992	1554.1388	1549.0406	1544.9199	1542.1872	1559.5399	1553.6432	1549.0195	1546.3541	1542.5444
0.057600	1559.6992	1554.1396	1549.0398	1544.9199	1542.1880	1559.5375	1553.6432	1549.0187	1546.3541	1542.5444
0.058400	1559.6992	1554.1396	1549.0406	1544.9207	1542.1872	1559.5391	1553.6432	1549.0195	1546.3541	1542.5444
0.059200	1559.7000	1554.1380	1549.0406	1544.9207	1542.1880	1559.5407	1553.6432	1549.0203	1546.3541	1542.5452
0.060000	1559.6992	1554.1388	1549.0406	1544.9214	1542.1872	1559.5391	1553.6440	1549.0187	1546.3541	1542.5444
0.060800	1559.6992	1554.1396	1549.0398	1544.9199	1542.1872	1559.5383	1553.6432	1549.0187	1546.3541	1542.5437
0.061600	1559.6992	1554.1396	1549.0391	1544.9207	1542.1872	1559.5383	1553.6432	1549.0187	1546.3541	1542.5444
0.062400	1559.6992	1554.1372	1549.0406	1544.9199	1542.1880	1559.5399	1553.6425	1549.0195	1546.3541	1542.5452
0.063200	1559.6992	1554.1396	1549.0398	1544.9191	1542.1880	1559.5375	1553.6440	1549.0187	1546.3541	1542.5444
0.064000	1559.7000	1554.1388	1549.0406	1544.9199	1542.1872	1559.5399	1553.6432	1549.0203	1546.3533	1542.5444
0.064800	1559.6992	1554.1396	1549.0398	1544.9199	1542.1880	1559.5391	1553.6440	1549.0195	1546.3533	1542.5452
0.065600	1559.6992	1554.1396	1549.0406	1544.9199	1542.1880	1559.5383	1553.6440	1549.0195	1546.3541	1542.5452
0.066400	1559.7000	1554.1388	1549.0414	1544.9199	1542.1880	1559.5399	1553.6432	1549.0211	1546.3541	1542.5452
0.067200	1559.6992	1554.1388	1549.0406	1544.9191	1542.1888	1559.5391	1553.6432	1549.0195	1546.3533	1542.5452
0.068000	1559.7000	1554.1403	1549.0406	1544.9199	1542.1880	1559.5383	1553.6432	1549.0195	1546.3541	1542.5444
0.068800	1559.6992	1554.1388	1549.0406	1544.9199	1542.1880	1559.5383	1553.6432	1549.0203	1546.3541	1542.5452
0.069600	1559.6992	1554.1388	1549.0398	1544.9199	1542.1872	1559.5383	1553.6432	1549.0195	1546.3533	1542.5444
0.070400	1559.6992	1554.1396	1549.0398	1544.9199	1542.1872	1559.5383	1553.6440	1549.0187	1546.3541	1542.5444
0.071200	1559.6992	1554.1396	1549.0391	1544.9199	1542.1880	1559.5375	1553.6440	1549.0195	1546.3533	1542.5444
0.072000	1559.7000	1554.1388	1549.0398	1544.9199	1542.1880	1559.5391	1553.6440	1549.0195	1546.3541	1542.5452
0.072800	1559.7000	1554.1380	1549.0398	1544.9199	1542.1888	1559.5399	1553.6432	1549.0203	1546.3541	1542.5452
0.073600	1559.7000	1554.1380	1549.0398	1544.9199	1542.1888	1559.5383	1553.6432	1549.0187	1546.3533	1542.5444
0.074400	1559.7000	1554.1388	1549.0398	1544.9207	1542.1880	1559.5375	1553.6432	1549.0203	1546.3541	1542.5452
0.075200	1559.7000	1554.1388	1549.0398	1544.9207	1542.1880	1559.5375	1553.6432	1549.0203	1546.3533	1542.5444
0.076000	1559.7000	1554.1403	1549.0398	1544.9207	1542.1872	1559.5383	1553.6440	1549.0203	1546.3549	1542.5444
0.076800	1559.7000	1554.1380	1549.0406	1544.9199	1542.1872	1559.5391	1553.6432	1549.0203	1546.3549	1542.5452
0.077600	1559.6992	1554.1396	1549.0398	1544.9207	1542.1880	1559.5383	1553.6432	1549.0195	1546.3533	1542.5444
0.078400	1559.6992	1554.1380	1549.0398	1544.9199	1542.1888	1559.5391	1553.6432	1549.0203	1546.3549	1542.5452
0.079200	1559.6992	1554.1396	1549.0391	1544.9207	1542.1880	1559.5367	1553.6440	1549.0195	1546.3549	1542.5452
0.080000	1559.6992	1554.1388	1549.0406	1544.9207	1542.1880	1559.5383	1553.6425	1549.0195	1546.3541	1542.5452
0.080800	1559.6992	1554.1380	1549.0406	1544.9199	1542.1872	1559.5383	1553.6432	1549.0195	1546.3549	1542.5444
0.081600	1559.6992	1554.1388	1549.0398	1544.9199	1542.1880	1559.5375	1553.6425	1549.0203	1546.3549	1542.5444
0.082400	1559.6992	1554.1380	1549.0398	1544.9199	1542.1872	1559.5375	1553.6425	1549.0203	1546.3549	1542.5452
0.083200	1559.6984	1554.1388	1549.0406	1544.9191	1542.1872	1559.5359	1553.6432	1549.0195	1546.3549	1542.5452
0.084000	1559.6984	1554.1372	1549.0398	1544.9199	1542.1872	1559.5367	1553.6425	1549.0203	1546.3533	1542.5444
0.084800	1559.6992	1554.1380	1549.0406	1544.9199	1542.1880	1559.5367	1553.6432	1549.0203	1546.3549	1542.5452
0.085600	1559.6984	1554.1380	1549.0406	1544.9199	1542.1880	1559.5367	1553.6425	1549.0195	1546.3541	1542.5452
0.086400	1559.6992	1554.1372	1549.0406	1544.9199	1542.1888	1559.5375	1553.6425	1549.0203	1546.3549	1542.5452
0.087200	1559.6992	1554.1380	1549.0406	1544.9199	1542.1880	1559.5367	1553.6425	1549.0211	1546.3541	1542.5452
0.088000	1559.6992	1554.1380	1549.0398	1544.9199	1542.1880	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.088800	1559.6992	1554.1380	1549.0398	1544.9191	1542.1880	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.089600	1559.6992	1554.1380	1549.0398	1544.9199	1542.1872	1559.5367	1553.6432	1549.0203	1546.3549	1542.5444
0.090400	1559.6984	1554.1372	1549.0398	1544.9199	1542.1872	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.091200	1559.6984	1554.1380	1549.0406	1544.9199	1542.1880	1559.5359	1553.6425	1549.0203	1546.3541	1542.5452
0.092000	1559.6984	1554.1380	1549.0406	1544.9199	1542.1880	1559.5367	1553.6432	1549.0203	1546.3557	1542.5452
0.092800	1559.6984	1554.1380	1549.0406	1544.9191	1542.1880	1559.5352	1553.6425	1549.0211	1546.3541	1542.5452
0.093600	1559.6976	1554.1380	1549.0406	1544.9199	1542.1880	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.094400	1559.6976	1554.1380	1549.0406	1544.9191	1542.1888	1559.5352	1553.6425	1549.0203	1546.3549	1542.5452
0.095200	1559.6984	1554.1380	1549.0406	1544.9199	1542.1880	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.096000	1559.6984	1554.1380	1549.0406	1544.9199	1542.1880	1559.5352	1553.6425	1549.0203	1546.3541	1542.5452
0.096800	1559.6984	1554.1372	1549.0406	1544.9199	1542.1880	1559.5344	1553.6417	1549.0203	1546.3557	1542.5452
0.097600	1559.6984	1554.1380	1549.0406	1544.9191	1542.1888	1559.5359	1553.6425	1549.0203	1546.3549	1542.5452
0.098400	1559.6976	1554.1372	1549.0398	1544.9199	1542.1880	1559.5359	1553.6425	1549.0211	1546.3557	1542.5452
0.099200	1559.6984	1554.1364	1549.0398	1544.9199	1542.1888	1559.5352	1553.6425	1549.0203	1546.3549	1542.5452
0.100000	1559.6968	1554.1364	1549.0414	1544.9199	1542.1888	1559.5344	1553.6417	1549.0211	1546.3541	1542.5452
0.100800	1559.6976	1554.1380	1549.0406	1544.9199	1542.1888	1559.5336	1553.6432	1549.0203	1546.3541	1542.5452
0.101600	1559.6976	1554.1380	1549.0406	1544.9199	1542.1888	1559.5344	1553.6425	1549.0203	1546.3557	1542.5452
0.102400	1559.6976	1554.1380	1549.0406	1544.9199	1542.1888	1559.5344	1553.6417	1549.0203	1546.3549	1542.5452
0.103200	1559.6976	1554.1364	1549.0406	1544.9199	1542.1888	1559.5352	1553.6417	1549.0203	1546.3549	1542.5452
0.104000	1559.6976	1554.1372	1549.0406	1544.9199	1542.1888	1559.5352	1553.6425	1549.0211	1546.3541	1542.5460
0.104800	1559.6976	1554.1372	1549.0398	1544.9199	1542.1888	1559.5344	1553.6425	1549.0203	1546.3549	1542.5460
0.105600	1559.6976	1554.1372	1549.0406	1544.9199	1542.1880	1559.5344	1553.6425	1549.0211	1546.3557	1542.5452
0.106400	1559.6968	1554.1372	1549.0406	1544.9207	1542.1888	1559.5328	1553.6425	1549.0211	1546.3549	1542.5452
0.107200	1559.6968	1554.1372	1549.0406	1544.9207	1542.1888	1559.5344	1553.6417	1549.0211	1546.3549	1542.5452
0.108000	1559.6968	1554.1380	1549.0406	1544.9199	1542.1888	1559.5328	1553.6425	1549.0203	1546.3557	1542.5452
0.108800	1559.6968	1554.1372	1549.0414	1544.9207	1542.1895	1559.5336	1553.6425	1549.0203	1546.3549	1542.5460
0.109600	1559.6968	1554.1364	1549.0406	1544.9199	1542.1888	1559.5336	1553.6425	1549.0203	1546.3541	1542.5460
0.110400	1559.6968	1554.1364	1549.0398	1544.9207	1542.1888	1559.5336	1553.6417	1549.0211	1546.3549	1542.5452
0.111200	1559.6968	1554.1356	1549.0406	1544.9199	1542.1895	1559.5344	1553.6409	1549.0211	1546.3557	1542.5460
0.112000	1559.6968	1554.1372	1549.0406	1544.9191	1542.1888	1559.5336	1553.6417	1549.0211	1546.3565	1542.5452
0.112800	1559.6960	1554.1364	1549.0406	1544.9199	1542.1895	1559.5328	1553.6425	1549.0211	1546.3549	1542.5460
0.113600	1559.6968	1554.1364	1549.0398	1544.9199	1542.1888	1559.5328	1553.6425	1549.0203	1546.3557	1542.5452
0.114400	1559.6968	1554.1356	1549.0406	1544.9207	1542.1888	1559.5344	1553.6425	1549.0203	1546.3557	1542.5452
0.115200	1559.6968	1554.1356	1549.0406	1544.9207	1542.1888	1559.5336	1553.6417	1549.0211	1546.3557	1542.5460
0.116000	1559.6968	1554.1364	1549.0406	1544.9199	1542.1888	1559.5336	1553.6417	1549.0211	1546.3557	1542.5452
0.116800	1559.6960	1554.1372	1549.0406	1544.9199	1542.1895	1559.5328	1553.6417	1549.0211	1546.3557	1542.5452
0.117600	1559.6960	1554.1364	1549.0414	1544.9199	1542.1895	1559.5328	1553.6417	1549.0211	1546.3549	1542.5460
0.118400	1559.6960	1554.1364	1549.0406	1544.9199	1542.1888	1559.5328	1553.6417	1549.0203	1546.3557	1542.5452
0.119200	1559.6960	1554.1372	1549.0414	1544.9199	1542.1895	1559.5320	1553.6417	1549.0219	1546.3557	1542.5460
0.120000	1559.6960	1554.1364	1549.0406	1544.9207	1542.1895	1559.5328	1553.6417	1549.0211	1546.3557	1542.5460
0.120800	1559.6960	1554.1364	1549.0406	1544.9199	1542.1888	1559.5320	1553.6417	1549.0211	1546.3557	1542.5452
0.121600	1559.6960	1554.1364	1549.0414	1544.9199	1542.1888	1559.5320	1553.6425	1549.0211	1546.3557	1542.5460
0.122400	1559.6952	1554.1372	1549.0398	1544.9199	1542.1888	1559.5320	1553.6417	1549.0203	1546.3565	1542.5452
0.123200	1559.6952	1554.1364	1549.0398	1544.9199	1542.1895	1559.5320	1553.6425	1549.0203	1546.3565	1542.5452
0.124000	1559.6960	1554.1356	1549.0406	1544.9214	1542.1888	1559.5320	1553.6417	1549.0219	1546.3557	1542.5460
0.124800	1559.6952	1554.1364	1549.0406	1544.9207	1542.1888	1559.5320	1553.6425	1549.0211	1546.3557	1542.5460
0.125600	1559.6960	1554.1364	1549.0406	1544.9207	1542.1895	1559.5312	1553.6425	1549.0211	1546.3549	1542.5460
0.126400	1559.6952	1554.1364	1549.0398	1544.9207	1542.1895	1559.5312	1553.6409	1549.0211	1546.3549	1542.5460
0.127200	1559.6944	1554.1364	1549.0406	1544.9207	1542.1880	1559.5312	1553.6417	1549.0211	1546.3557	1542.5452
0.128000	1559.6952	1554.1356	1549.0414	1544.9199	1542.1895	1559.5320	1553.6417	1549.0195	1546.3557	1542.5460
0.128800	1559.6952	1554.1364	1549.0406	1544.9207	1542.1895	1559.5328	1553.6425	1549.0203	1546.3565	1542.5452
0.129600	1559.6952	1554.1372	1549.0398	1544.9207	1542.1888	1559.5320	1553.6425	1549.0211	1546.3565	1542.5460
0.130400	1559.6952	1554.1356	1549.0414	1544.9199	1542.1903	1559.5328	1553.6417	1549.0219	1546.3565	1542.5460
0.131200	1559.6952	1554.1348	1549.0414	1544.9207	1542.1903	1559.5304	1553.6417	1549.0211	1546.3565	1542.5460
0.132000	1559.6960	1554.1356	1549.0406	1544.9199	1542.1903	1559.5320	1553.6409	1549.0211	1546.3557	1542.5460
0.132800	1559.6944	1554.1356	1549.0414	1544.9199	1542.1903	1559.5312	1553.6417	1549.0211	1546.3557	1542.5460
0.133600	1559.6944	1554.1356	1549.0406	1544.9199	1542.1895	1559.5304	1553.6425	1549.0211	1546.3565	1542.5460
0.134400	1559.6944	1554.1364	1549.0406	1544.9199	1542.1895	1559.5312	1553.6417	1549.0211	1546.3557	1542.5452
0.135200	1559.6944	1554.1356	1549.0406	1544.9207	1542.1895	1559.5312	1553.6417	1549.0211	1546.3565	1542.5452
0.136000	1559.6944	1554.1356	1549.0414	1544.9207	1542.1903	1559.5312	1553.6417	1549.0219	1546.3565	1542.5460
0.136800	1559.6952	1554.1356	1549.0398	1544.9214	1542.1895	1559.5312	1553.6425	1549.0203	1546.3557	1542.5460
0.137600	1559.6944	1554.1356	1549.0406	1544.9207	1542.1895	1559.5312	1553.6417	1549.0203	1546.3565	1542.5460
0.138400	1559.6944	1554.1364	1549.0406	1544.9207	1542.1895	1559.5304	1553.6425	1549.0203	1546.3565	1542.5460
0.139200	1559.6936	1554.1356	1549.0406	1544.9207	1542.1895	1559.5296	1553.6417	1549.0219	1546.3565	1542.5452
0.140000	1559.6952	1554.1356	1549.0414	1544.9207	1542.1895	1559.5312	1553.6417	1549.0211	1546.3565	1542.5460
0.140800	1559.6944	1554.1348	1549.0414	1544.9199	1542.1903	1559.5296	1553.6417	1549.0211	1546.3565	1542.5460
0.141600	1559.6944	1554.1356	1549.0414	1544.9199	1542.1895	1559.5288	1553.6417	1549.0211	1546.3557	1542.5460
0.142400	1559.6936	1554.1348	1549.0414	1544.9207	1542.1903	1559.5304	1553.6417	1549.0219	1546.3565	1542.5460
0.143200	1559.6936	1554.1356	1549.0406	1544.9199	1542.1903	1559.5304	1553.6417	1549.0211	1546.3565	1542.5460
0.144000	1559.6944	1554.1348	1549.0398	1544.9214	1542.1895	1559.5312	1553.6417	1549.0203	1546.3557	1542.5460
0.144800	1559.6936	1554.1356	1549.0414	1544.9191	1542.1911	1559.5296	1553.6417	1549.0219	1546.3565	1542.5460
0.145600	1559.6936	1554.1356	1549.0414	1544.9207	1542.1903	1559.5288	1553.6417	1549.0219	1546.3565	1542.5460
0.146400	1559.6936	1554.1348	1549.0414	1544.9199	1542.1903	1559.5304	1553.6409	1549.0219	1546.3565	1542.5460
0.147200	1559.6936	1554.1356	1549.0406	1544.9199	1542.1895	1559.5296	1553.6417	1549.0203	1546.3565	1542.5460
0.148000	1559.6936	1554.1348	1549.0414	1544.9199	1542.1895	1559.5304	1553.6417	1549.0211	1546.3565	1542.5460
0.148800	1559.6928	1554.1356	1549.0414	1544.9207	1542.1903	1559.5288	1553.6417	1549.0211	1546.3565	1542.5460
0.149600	1559.6928	1554.1348	1549.0414	1544.9207	1542.1903	1559.5280	1553.6409	1549.0219	1546.3565	1542.5460
0.150400	1559.6936	1554.1348	1549.0414	1544.9207	1542.1911	1559.5296	1553.6409	1549.0219	1546.3557	1542.5468
0.151200	1559.6936	1554.1348	1549.0414	1544.9199	1542.1903	1559.5280	1553.6409	1549.0219	1546.3565	1542.5460
0.152000	1559.6928	1554.1356	1549.0422	1544.9199	1542.1903	1559.5288	1553.6409	1549.0219	1546.3572	1542.5460
0.152800	1559.6928	1554.1340	1549.0422	1544.9199	1542.1911	1559.5296	1553.6409	1549.0211	1546.3565	1542.5468
0.153600	1559.6928	1554.1356	1549.0414	1544.9191	1542.1903	1559.5272	1553.6417	1549.0219	1546.3565	1542.5460
0.154400	1559.6928	1554.1340	1549.0414	1544.9199	1542.1911	1559.5288	1553.6409	1549.0211	1546.3565	1542.5460
0.155200	1559.6936	1554.1348	1549.0422	1544.9207	1542.1903	1559.5304	1553.6409	1549.0219	1546.3572	1542.5468
0.156000	1559.6928	1554.1348	1549.0414	1544.9199	1542.1903	1559.5296	1553.6417	1549.0219	1546.3572	1542.5460
0.156800	1559.6928	1554.1348	1549.0414	1544.9207	1542.1911	1559.5288	1553.6409	1549.0219	1546.3565	1542.5460
0.157600	1559.6928	1554.1348	1549.0406	1544.9207	1542.1903	1559.5288	1553.6409	1549.0211	1546.3565	1542.5460
0.158400	1559.6920	1554.1348	1549.0414	1544.9207	1542.1911	1559.5280	1553.6417	1549.0219	1546.3565	1542.5460
0.159200	1559.6928	1554.1348	1549.0422	1544.9199	1542.1911	1559.5280	1553.6409	1549.0211	1546.3565	1542.5468
0.160000	1559.6928	1554.1356	1549.0422	1544.9207	1542.1911	1559.5280	1553.6409	1549.0219	1546.3572	1542.5468
0.160800	1559.6928	1554.1348	1549.0406	1544.9199	1542.1911	1559.5280	1553.6409	1549.0219	1546.3572	1542.5468
0.161600	1559.6928	1554.1340	1549.0406	1544.9207	1542.1911	1559.5288	1553.6417	1549.0219	1546.3572	1542.5468
0.162400	1559.6928	1554.1340	1549.0414	1544.9207	1542.1903	1559.5280	1553.6409	1549.0219	1546.3572	1542.5460
0.163200	1559.6928	1554.1348	1549.0414	1544.9207	1542.1903	1559.5288	1553.6417	1549.0211	1546.3580	1542.5468
0.164000	1559.6928	1554.1348	1549.0414	1544.9207	1542.1911	1559.5272	1553.6409	1549.0219	1546.3572	1542.5460
0.164800	1559.6920	1554.1340	1549.0414	1544.9207	1542.1911	1559.5280	1553.6417	1549.0226	1546.3572	1542.5468
0.165600	1559.6928	1554.1348	1549.0422	1544.9207	1542.1911	1559.5280	1553.6417	1549.0226	1546.3572	1542.5468
